* Measurement data measured by REW V5.20.9
* Source: Analog (1+2) (RME Fireface UFX), LINE_IN (G?o?no?? g?), L, volume: 1,000
* Format: 256k Log Swept Sine, 4 sweeps at -18,0 dBFS with no timing reference
* Dated: 11-Oct-2023 12:37:38
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: SUMA_SUB_LEWO
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz), SPL(dB), Phase(degrees)
157.836903, 63.582, 113.1687
158.203114, 63.777, 113.7483
158.569325, 63.863, 116.9392
158.935536, 64.422, 122.0466
159.301746, 65.566, 124.8730
159.667957, 66.759, 123.2881
160.034168, 67.517, 118.9639
160.400379, 67.702, 115.0139
160.766590, 67.552, 114.5801
161.132801, 67.734, 118.5469
161.499012, 68.754, 122.4666
161.865223, 70.146, 121.5652
162.231434, 71.189, 116.5183
162.597645, 71.581, 110.9033
162.963856, 71.497, 109.0676
163.330066, 71.816, 113.6838
163.696277, 73.550, 118.9053
164.062488, 76.109, 116.2173
164.428699, 78.437, 105.7783
164.794910, 80.146, 90.6995
165.161121, 81.180, 73.1533
165.527332, 81.558, 54.4316
165.893543, 81.294, 35.4260
166.259754, 80.386, 16.9585
166.625965, 78.812, 0.0647
166.992176, 76.556, -13.6270
167.358386, 73.730, -21.3806
167.724597, 70.936, -20.0029
168.090808, 69.365, -12.1257
168.457019, 69.005, -7.6350
168.823230, 68.662, -8.7012
169.189441, 67.825, -11.1448
169.555652, 66.705, -11.4775
169.921863, 65.789, -9.6118
170.288074, 65.180, -8.6770
170.654285, 64.354, -10.0554
171.020496, 62.748, -10.4094
171.386706, 60.465, -1.3408
171.752917, 59.925, 22.2588
172.119128, 62.378, 37.0781
172.485339, 64.783, 36.4529
172.851550, 66.188, 29.4204
173.217761, 66.708, 21.0227
173.583972, 66.597, 13.7986
173.950183, 66.163, 9.0403
174.316394, 65.726, 6.7021
174.682605, 65.464, 5.4802
175.048816, 65.316, 4.1487
175.415026, 65.147, 2.7178
175.781237, 64.948, 1.9458
176.147448, 64.864, 2.0508
176.513659, 65.018, 2.0022
176.879870, 65.334, 0.3782
177.246081, 65.601, -3.2637
177.612292, 65.640, -8.2424
177.978503, 65.389, -13.3740
178.344714, 64.896, -17.4656
178.710925, 64.314, -19.6921
179.077136, 63.851, -20.0625
179.443346, 63.662, -19.6238
179.809557, 63.731, -19.7605
180.175768, 63.918, -21.1602
180.541979, 64.105, -23.6648
180.908190, 64.259, -26.8423
181.274401, 64.409, -30.5193
181.640612, 64.576, -34.9226
182.006823, 64.714, -40.3728
182.373034, 64.723, -46.7930
182.739245, 64.519, -53.4319
183.105455, 64.124, -58.9353
183.471666, 63.784, -62.0159
183.837877, 63.955, -63.3220
184.204088, 64.864, -66.5505
184.570299, 66.164, -75.0142
184.936510, 67.381, -88.9885
185.302721, 68.257, -107.2820
185.668932, 68.708, -128.7234
186.035143, 68.718, -152.4775
186.401354, 68.284, -177.9817
186.767565, 67.390, 155.1267
187.133775, 65.992, 127.0042
187.499986, 63.998, 97.4929
187.866197, 61.241, 65.7715
188.232408, 57.453, 29.1184
188.598619, 52.603, -21.7708
188.964830, 50.407, -98.3713
189.331041, 53.090, -158.1130
189.697252, 55.326, 164.3301
190.063463, 56.433, 135.5251
190.429674, 56.690, 111.2195
190.795885, 56.292, 89.9836
191.162095, 55.350, 71.0393
191.528306, 53.918, 53.5825
191.894517, 51.987, 36.4170
192.260728, 49.479, 17.4092
192.626939, 46.357, -8.0781
192.993150, 43.625, -49.1211
193.359361, 44.588, -98.5508
193.725572, 47.954, -130.7549
194.091783, 51.129, -150.5493
194.457994, 53.786, -165.5845
194.824205, 55.982, -179.0400
195.190415, 57.736, 167.9043
195.556626, 59.035, 154.9751
195.922837, 59.855, 142.4062
196.289048, 60.177, 130.8442
196.655259, 60.021, 121.4399
197.021470, 59.528, 115.9570
197.387681, 59.154, 115.9985
197.753892, 59.631, 119.7119
198.120103, 61.101, 120.8945
198.486314, 62.872, 116.2124
198.852525, 64.372, 106.8027
199.218735, 65.388, 94.6553
199.584946, 65.872, 81.2925
199.951157, 65.831, 67.8589
200.317368, 65.295, 55.3833
200.683579, 64.332, 44.9614
201.049790, 63.089, 37.7334
201.416001, 61.844, 34.3594
201.782212, 60.925, 33.9722
202.148423, 60.426, 34.2710
202.514634, 60.130, 33.8188
202.880845, 59.816, 33.2700
203.247055, 59.534, 34.1255
203.613266, 59.596, 36.6562
203.979477, 60.246, 38.6772
204.345688, 61.326, 37.5137
204.711899, 62.483, 32.4951
205.078110, 63.484, 24.4214
205.444321, 64.242, 14.2632
205.810532, 64.740, 2.6895
206.176743, 64.972, -9.9199
206.542954, 64.924, -23.3350
206.909164, 64.569, -37.3281
207.275375, 63.867, -51.5557
207.641586, 62.776, -65.4409
208.007797, 61.257, -78.0200
208.374008, 59.312, -87.6929
208.740219, 57.099, -91.9771
209.106430, 55.214, -88.5288
209.472641, 54.631, -79.9971
209.838852, 55.422, -74.2925
210.205063, 56.776, -74.4512
210.571274, 58.234, -79.2285
210.937484, 59.661, -87.6094
211.303695, 60.965, -99.1958
211.669906, 62.030, -113.5874
212.036117, 62.744, -130.2104
212.402328, 63.007, -148.4204
212.768539, 62.726, -167.5981
213.134750, 61.775, 172.8613
213.500961, 59.953, 153.6880
213.867172, 56.837, 136.2520
214.233383, 51.278, 125.5820
214.599594, 41.977, 171.6704
214.965804, 49.781, -136.3379
215.332015, 54.245, -143.0737
215.698226, 56.197, -154.2852
216.064437, 56.941, -164.0142
216.430648, 57.157, -170.6230
