* Measurement data measured by REW V5.20.9
* Source: Analog (1+2) (RME Fireface UFX), LINE_IN (G?o?no?? g?), L, volume: 1,000
* Format: 256k Log Swept Sine, 4 sweeps at -18,0 dBFS with no timing reference
* Dated: 11-Oct-2023 12:31:03
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: SUMA_GR1
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz), SPL(dB), Phase(degrees)
213.500961, 34.136, 31.5161
213.867172, 46.416, -32.5371
214.233383, 51.184, -56.1094
214.599594, 53.721, -74.4785
214.965804, 55.178, -89.2671
215.332015, 56.058, -100.5312
215.698226, 56.727, -108.5879
216.064437, 57.450, -114.5957
216.430648, 58.304, -120.1787
216.796859, 59.197, -126.4023
217.163070, 60.001, -133.3896
217.529281, 60.634, -140.7441
217.895492, 61.062, -147.9941
218.261703, 61.264, -154.6943
218.627914, 61.222, -160.2632
218.994124, 60.957, -163.7568
219.360335, 60.623, -163.9707
219.726546, 60.596, -160.5811
220.092757, 61.241, -155.9409
220.458968, 62.436, -153.5918
220.825179, 63.725, -154.4673
221.191390, 64.824, -157.0581
221.557601, 65.747, -159.4736
221.923812, 66.719, -160.8379
222.290023, 67.983, -162.0986
222.656234, 69.537, -165.2876
223.022444, 71.140, -171.5688
223.388655, 72.541, 179.3252
223.754866, 73.600, 168.3330
224.121077, 74.262, 156.4678
224.487288, 74.530, 144.6646
224.853499, 74.444, 133.7876
225.219710, 74.089, 124.6318
225.585921, 73.611, 117.7656
225.952132, 73.207, 113.1650
226.318343, 73.048, 109.8931
226.684554, 73.158, 106.4912
227.050764, 73.417, 101.9404
227.416975, 73.671, 96.0879
227.783186, 73.824, 89.3169
228.149397, 73.843, 82.1226
228.515608, 73.741, 74.8784
228.881819, 73.547, 67.7617
229.248030, 73.290, 60.7583
229.614241, 72.979, 53.7280
229.980452, 72.596, 46.5127
230.346663, 72.104, 39.0552
230.712873, 71.451, 31.4834
231.079084, 70.597, 24.1465
231.445295, 69.526, 17.6094
231.811506, 68.277, 12.5635
232.177717, 66.964, 9.5649
232.543928, 65.764, 8.5225
232.910139, 64.797, 8.3745
233.276350, 63.995, 7.7930
233.642561, 63.146, 6.4263
234.008772, 62.070, 5.2905
234.374983, 60.765, 6.3311
234.741193, 59.548, 11.3223
