Freq(Hz), SPL(dB), Phase(degrees)
20.141602, 68.292, 118.0434
20.507812, 68.260, 117.4812
20.874023, 68.738, 126.5862
21.240234, 69.373, 139.6381
21.606445, 70.114, 155.9861
21.972656, 70.927, 174.9885
22.338867, 71.792, -163.9315
22.705078, 72.702, -141.2584
23.071289, 73.657, -117.3822
23.437500, 74.659, -92.6088
23.803711, 75.709, -67.1774
24.169922, 76.806, -41.2787
24.536132, 77.943, -15.0717
24.902343, 79.113, 11.3002
25.268554, 80.304, 37.6962
25.634765, 81.507, 63.9678
26.000976, 82.708, 89.9510
26.367187, 83.899, 115.4612
26.733398, 85.070, 140.2910
27.099609, 86.212, 164.2123
27.465820, 87.320, -173.0169
27.832031, 88.388, -151.6420
28.198242, 89.410, -131.8955
28.564452, 90.383, -113.9765
28.930663, 91.302, -98.0270
29.296874, 92.164, -84.1069
29.663085, 92.965, -72.1729
30.029296, 93.704, -62.0634
30.395507, 94.376, -53.5012
30.761718, 94.980, -46.1155
31.127929, 95.516, -39.4815
31.494140, 95.981, -33.1675
31.860351, 96.377, -26.7761
32.226562, 96.705, -19.9728
32.592772, 96.966, -12.4999
32.958983, 97.162, -4.1763
33.325194, 97.295, 5.1104
33.691405, 97.364, 15.4188
34.057616, 97.369, 26.7688
34.423827, 97.312, 39.1547
34.790038, 97.190, 52.5531
35.156249, 97.007, 66.9258
35.522460, 96.764, 82.2198
35.888671, 96.464, 98.3655
36.254882, 96.111, 115.2766
36.621092, 95.713, 132.8518
36.987303, 95.273, 150.9801
37.353514, 94.800, 169.5474
37.719725, 94.301, -171.5554
38.085936, 93.784, -152.4241
38.452147, 93.258, -133.1333
38.818358, 92.735, -113.7314
39.184569, 92.226, -94.2375
39.550780, 91.746, -74.6423
39.916991, 91.310, -54.9113
40.283201, 90.932, -34.9944
40.649412, 90.627, -14.8352
41.015623, 90.406, 5.6179
41.381834, 90.273, 26.4030
41.748045, 90.228, 47.5388
42.114256, 90.266, 69.0233
42.480467, 90.373, 90.8344
