Freq(Hz), SPL(dB), Phase(degrees)
20.141602, 67.894, -71.5732
20.507812, 67.855, -71.7979
20.874023, 68.433, -68.1583
21.240234, 69.190, -62.9279
21.606445, 70.063, -56.3522
21.972656, 71.008, -48.6762
22.338867, 71.996, -40.1244
22.705078, 73.013, -30.8880
23.071289, 74.052, -21.1194
23.437500, 75.109, -10.9346
23.803711, 76.183, -0.4209
24.169922, 77.269, 10.3523
24.536132, 78.365, 21.3260
24.902343, 79.464, 32.4471
25.268554, 80.562, 43.6661
25.634765, 81.651, 54.9326
26.000976, 82.727, 66.1902
26.367187, 83.781, 77.3727
26.733398, 84.808, 88.4036
27.099609, 85.802, 99.1964
27.465820, 86.758, 109.6554
27.832031, 87.670, 119.6757
28.198242, 88.533, 129.1447
28.564452, 89.341, 137.9474
28.930663, 90.091, 145.9743
29.296874, 90.777, 153.1311
29.663085, 91.395, 159.3468
30.029296, 91.941, 164.5836
30.395507, 92.411, 168.8446
30.761718, 92.804, 172.1801
31.127929, 93.119, 174.6871
31.494140, 93.356, 176.5032
31.860351, 93.518, 177.7930
32.226562, 93.610, 178.7331
32.592772, 93.638, 179.4978
32.958983, 93.608, -179.7504
33.325194, 93.525, -178.8652
33.691405, 93.394, -177.7148
34.057616, 93.219, -176.1783
34.423827, 93.002, -174.1422
34.790038, 92.743, -171.4985
35.156249, 92.445, -168.1478
35.522460, 92.107, -164.0036
35.888671, 91.732, -158.9988
36.254882, 91.322, -153.0903
36.621092, 90.881, -146.2615
36.987303, 90.414, -138.5224
37.353514, 89.926, -129.9064
37.719725, 89.423, -120.4669
38.085936, 88.913, -110.2726
38.452147, 88.405, -99.4030
38.818358, 87.909, -87.9446
39.184569, 87.435, -75.9877
39.550780, 86.998, -63.6237
39.916991, 86.608, -50.9430
40.283201, 86.278, -38.0342
40.649412, 86.018, -24.9829
41.015623, 85.834, -11.8709
41.381834, 85.730, 1.2243
41.748045, 85.702, 14.2299
42.114256, 85.744, 27.0785
42.480467, 85.844, 39.7088
42.846678, 85.989, 52.0665
43.212889, 86.167, 64.1050
43.579100, 86.364, 75.7863
43.945311, 86.568, 87.0820
44.311521, 86.769, 97.9749
44.677732, 86.957, 108.4579
45.043943, 87.125, 118.5356
45.410154, 87.269, 128.2235
45.776365, 87.382, 137.5468
46.142576, 87.463, 146.5387
46.508787, 87.508, 155.2386
46.874998, 87.519, 163.6892
47.241209, 87.494, 171.9331
47.607420, 87.436, -179.9893
47.973631, 87.346, -172.0421
48.339841, 87.228, -164.1953
48.706052, 87.083, -156.4249
49.072263, 86.915, -148.7130
49.438474, 86.727, -141.0466
49.804685, 86.523, -133.4166
50.170896, 86.305, -125.8162
50.537107, 86.075, -118.2394
50.903318, 85.835, -110.6810
51.269529, 85.589, -103.1349
51.635740, 85.338, -95.5947
52.001951, 85.083, -88.0540
52.368161, 84.826, -80.5068
52.734372, 84.569, -72.9486
53.100583, 84.314, -65.3778
53.466794, 84.063, -57.7964
53.833005, 83.819, -50.2106
54.199216, 83.583, -42.6320
54.565427, 83.358, -35.0767
54.931638, 83.148, -27.5654
55.297849, 82.954, -20.1225
55.664060, 82.780, -12.7751
56.030271, 82.627, -5.5520
56.396481, 82.497, 1.5182
56.762692, 82.391, 8.4082
57.128903, 82.309, 15.0935
57.495114, 82.251, 21.5536
57.861325, 82.215, 27.7740
58.227536, 82.200, 33.7460
58.593747, 82.204, 39.4686
58.959958, 82.225, 44.9490
59.326169, 82.259, 50.2021
59.692380, 82.305, 55.2512
60.058591, 82.359, 60.1266
60.424801, 82.421, 64.8658
60.791012, 82.487, 69.5115
61.157223, 82.558, 74.1100
61.523434, 82.631, 78.7097
61.889645, 82.707, 83.3593
62.255856, 82.784, 88.1052
62.622067, 82.863, 92.9908
62.988278, 82.943, 98.0536
63.354489, 83.024, 103.3251
63.720700, 83.106, 108.8295
64.086910, 83.189, 114.5832
64.453121, 83.272, 120.5952
64.819332, 83.355, 126.8677
65.185543, 83.437, 133.3967
65.551754, 83.517, 140.1733
65.917965, 83.594, 147.1846
66.284176, 83.666, 154.4148
66.650387, 83.734, 161.8464
67.016598, 83.794, 169.4613
67.382809, 83.847, 177.2407
67.749020, 83.891, -174.8328
68.115230, 83.925, -166.7766
68.481441, 83.949, -158.6067
68.847652, 83.961, -150.3376
69.213863, 83.961, -141.9829
69.580074, 83.949, -133.5547
69.946285, 83.925, -125.0640
70.312496, 83.888, -116.5208
70.678707, 83.840, -107.9340
71.044918, 83.779, -99.3113
71.411129, 83.707, -90.6594
71.777340, 83.624, -81.9841
72.143550, 83.530, -73.2900
72.509761, 83.426, -64.5801
72.875972, 83.312, -55.8560
73.242183, 83.188, -47.1182
73.608394, 83.055, -38.3657
73.974605, 82.912, -29.5959
74.340816, 82.762, -20.8055
74.707027, 82.603, -11.9893
75.073238, 82.436, -3.1415
75.439449, 82.261, 5.7448
75.805660, 82.080, 14.6768
76.171870, 81.892, 23.6621
76.538081, 81.697, 32.7089
76.904292, 81.498, 41.8243
77.270503, 81.293, 51.0161
77.636714, 81.084, 60.2905
78.002925, 80.871, 69.6537
78.369136, 80.656, 79.1104
78.735347, 80.439, 88.6643
79.101558, 80.221, 98.3182
79.467769, 80.003, 108.0734
79.833980, 79.786, 117.9298
80.200190, 79.571, 127.8860
80.566401, 79.359, 137.9390
80.932612, 79.151, 148.0844
81.298823, 78.949, 158.3165
81.665034, 78.753, 168.6278
82.031245, 78.564, 179.0096
