Freq(Hz), SPL(dB), Phase(degrees)
20.141602, 65.686, -94.2482
20.507812, 65.652, -94.5746
20.874023, 66.167, -89.2772
21.240234, 66.863, -81.7279
21.606445, 67.697, -72.3758
21.972656, 68.640, -61.6931
22.338867, 69.672, -50.1488
22.705078, 70.780, -38.1962
23.071289, 71.953, -26.2727
23.437500, 73.183, -14.8091
23.803711, 74.455, -4.2414
24.169922, 75.757, 4.9798
24.536132, 77.074, 12.3926
24.902343, 78.395, 17.5384
25.268554, 79.706, 19.9879
25.634765, 80.997, 19.3783
26.000976, 82.261, 15.4602
26.367187, 83.491, 8.1506
26.733398, 84.680, -2.4217
27.099609, 85.825, -15.8966
27.465820, 86.920, -31.7006
27.832031, 87.963, -49.1005
28.198242, 88.950, -67.2836
28.564452, 89.877, -85.4446
28.930663, 90.742, -102.8647
29.296874, 91.541, -118.9711
29.663085, 92.271, -133.3695
30.029296, 92.928, -145.8472
30.395507, 93.510, -156.3483
30.761718, 94.015, -164.9312
31.127929, 94.441, -171.7209
31.494140, 94.789, -176.8691
31.860351, 95.059, 179.4716
32.226562, 95.254, 177.1596
32.592772, 95.378, 176.0673
32.958983, 95.435, 176.0793
33.325194, 95.428, 177.0913
33.691405, 95.362, 179.0102
34.057616, 95.238, -178.2454
34.423827, 95.059, -174.7452
34.790038, 94.825, -170.5486
35.156249, 94.538, -165.7099
35.522460, 94.201, -160.2830
35.888671, 93.817, -154.3255
36.254882, 93.389, -147.9006
36.621092, 92.922, -141.0747
36.987303, 92.421, -133.9115
37.353514, 91.892, -126.4653
37.719725, 91.342, -118.7719
38.085936, 90.778, -110.8431
38.452147, 90.210, -102.6623
38.818358, 89.646, -94.1863
39.184569, 89.099, -85.3519
39.550780, 88.581, -76.0867
39.916991, 88.107, -66.3220
40.283201, 87.691, -56.0045
40.649412, 87.347, -45.1041
41.015623, 87.086, -33.6171
41.381834, 86.913, -21.5654
41.748045, 86.828, -8.9938
42.114256, 86.827, 4.0357
42.480467, 86.897, 17.4491
42.846678, 87.026, 31.1659
43.212889, 87.197, 45.1046
43.579100, 87.396, 59.1873
43.945311, 87.607, 73.3427
44.311521, 87.819, 87.5104
44.677732, 88.022, 101.6419
45.043943, 88.207, 115.7025
45.410154, 88.367, 129.6715
45.776365, 88.499, 143.5420
46.142576, 88.597, 157.3187
46.508787, 88.662, 171.0169
46.874998, 88.690, -175.3414
47.241209, 88.684, -161.7298
47.607420, 88.644, -148.1208
47.973631, 88.573, -134.4876
48.339841, 88.473, -120.8064
48.706052, 88.347, -107.0565
49.072263, 88.199, -93.2207
49.438474, 88.031, -79.2840
49.804685, 87.847, -65.2332
50.170896, 87.650, -51.0555
50.537107, 87.443, -36.7371
50.903318, 87.227, -22.2626
51.269529, 87.005, -7.6145
51.635740, 86.779, 7.2267
52.001951, 86.551, 22.2823
52.368161, 86.322, 37.5744
52.734372, 86.095, 53.1245
53.100583, 85.871, 68.9524
53.466794, 85.654, 85.0743
53.833005, 85.446, 101.5023
54.199216, 85.249, 118.2427
54.565427, 85.068, 135.2957
54.931638, 84.904, 152.6553
55.297849, 84.762, 170.3091
55.664060, 84.643, -171.7612
56.030271, 84.550, -153.5789
56.396481, 84.484, -135.1724
56.762692, 84.445, -116.5734
57.128903, 84.432, -97.8162
57.495114, 84.445, -78.9373
57.861325, 84.480, -59.9733
58.227536, 84.535, -40.9608
58.593747, 84.606, -21.9351
58.959958, 84.689, -2.9289
59.326169, 84.781, 16.0284
59.692380, 84.877, 34.9109
60.058591, 84.975, 53.6976
60.424801, 85.071, 72.3719
60.791012, 85.162, 90.9221
61.157223, 85.245, 109.3405
61.523434, 85.320, 127.6235
61.889645, 85.384, 145.7700
62.255856, 85.436, 163.7810
62.622067, 85.477, -178.3417
62.988278, 85.505, -160.5967
63.354489, 85.521, -142.9836
63.720700, 85.526, -125.5042
64.086910, 85.520, -108.1624
64.453121, 85.503, -90.9653
64.819332, 85.478, -73.9227
65.185543, 85.445, -57.0469
65.551754, 85.404, -40.3518
65.917965, 85.357, -23.8525
66.284176, 85.304, -7.5645
66.650387, 85.246, 8.4980
67.016598, 85.184, 24.3226
67.382809, 85.116, 39.8994
67.749020, 85.044, 55.2227
68.115230, 84.967, 70.2899
68.481441, 84.885, 85.1038
68.847652, 84.797, 99.6707
69.213863, 84.704, 114.0018
69.580074, 84.605, 128.1127
69.946285, 84.499, 142.0221
70.312496, 84.387, 155.7529
70.678707, 84.268, 169.3303
71.044918, 84.142, -177.2178
71.411129, 84.009, -163.8618
71.777340, 83.868, -150.5713
72.143550, 83.721, -137.3152
72.509761, 83.566, -124.0626
72.875972, 83.404, -110.7838
73.242183, 83.236, -97.4507
73.608394, 83.061, -84.0371
73.974605, 82.880, -70.5197
74.340816, 82.693, -56.8782
74.707027, 82.501, -43.0963
75.073238, 82.304, -29.1613
75.439449, 82.102, -15.0647
75.805660, 81.897, -0.8022
76.171870, 81.688, 13.6257
76.538081, 81.477, 28.2147
76.904292, 81.264, 42.9563
77.270503, 81.049, 57.8376
77.636714, 80.835, 72.8427
78.002925, 80.620, 87.9518
78.369136, 80.407, 103.1428
78.735347, 80.196, 118.3914
79.101558, 79.988, 133.6707
79.467769, 79.784, 148.9535
79.833980, 79.584, 164.2114
80.200190, 79.389, 179.4154
80.566401, 79.201, -165.4628
80.932612, 79.019, -150.4509
81.298823, 78.845, -135.5764
81.665034, 78.679, -120.8646
82.031245, 78.521, -106.3398
82.397456, 78.373, -92.0248
82.763667, 78.234, -77.9397
83.129878, 78.106, -64.1033
83.496089, 77.987, -50.5322
83.862300, 77.880, -37.2401
84.228510, 77.783, -24.2385
84.594721, 77.696, -11.5370
84.960932, 77.621, 0.8586
85.327143, 77.556, 12.9446
85.693354, 77.502, 24.7201
86.059565, 77.458, 36.1875
86.425776, 77.424, 47.3519
86.791987, 77.400, 58.2214
87.158198, 77.384, 68.8076
87.524409, 77.377, 79.1240
87.890619, 77.377, 89.1873
88.256830, 77.385, 99.0176
88.623041, 77.399, 108.6362
88.989252, 77.420, 118.0676
89.355463, 77.445, 127.3384
89.721674, 77.474, 136.4761
90.087885, 77.507, 145.5103
90.454096, 77.543, 154.4719
90.820307, 77.581, 163.3926
91.186518, 77.620, 172.3047
91.552729, 77.660, -178.7598
91.918939, 77.700, -169.7678
92.285150, 77.739, -160.6877
92.651361, 77.778, -151.4883
93.017572, 77.814, -142.1387
93.383783, 77.849, -132.6108
93.749994, 77.881, -122.8765
94.116205, 77.910, -112.9106
94.482416, 77.935, -102.6890
94.848627, 77.957, -92.1909
95.214838, 77.974, -81.3965
95.581049, 77.987, -70.2893
95.947259, 77.996, -58.8547
96.313470, 78.000, -47.0803
96.679681, 77.999, -34.9565
97.045892, 77.992, -22.4758
97.412103, 77.981, -9.6321
97.778314, 77.964, 3.5779
98.144525, 77.941, 17.1558
98.510736, 77.913, 31.1016
98.876947, 77.879, 45.4136
99.243158, 77.840, 60.0884
99.609369, 77.795, 75.1216
99.975579, 77.745, 90.5073
100.341790, 77.689, 106.2388
100.708001, 77.627, 122.3074
101.074212, 77.560, 138.7048
101.440423, 77.488, 155.4209
101.806634, 77.411, 172.4456
102.172845, 77.329, -170.2327
102.539056, 77.243, -152.6255
102.905267, 77.151, -134.7449
103.271478, 77.055, -116.6033
103.637689, 76.955, -98.2136
104.003899, 76.851, -79.5889
104.370110, 76.743, -60.7427
104.736321, 76.631, -41.6880
105.102532, 76.516, -22.4385
105.468743, 76.398, -3.0078
105.834954, 76.276, 16.5906
106.201165, 76.152, 36.3433
106.567376, 76.025, 56.2366
106.933587, 75.895, 76.2573
107.299798, 75.763, 96.3921
107.666009, 75.629, 116.6282
108.032219, 75.493, 136.9519
108.398430, 75.356, 157.3511
108.764641, 75.217, 177.8130
109.130852, 75.077, -161.6748
109.497063, 74.935, -141.1240
109.863274, 74.793, -120.5464
110.229485, 74.650, -99.9531
110.595696, 74.507, -79.3550
110.961907, 74.363, -58.7625
111.328118, 74.219, -38.1853
111.694328, 74.075, -17.6328
112.060539, 73.931, 2.8865
112.426750, 73.787, 23.3638
