Freq(Hz), SPL(dB), Phase(degrees)
20.141602, 77.155, 166.4980
20.507812, 77.109, 166.6302
20.874023, 77.782, 164.4882
21.240234, 78.637, 161.4150
21.606445, 79.586, 157.5608
21.972656, 80.573, 153.0760
22.338867, 81.565, 148.1037
22.705078, 82.546, 142.7766
23.071289, 83.509, 137.2144
23.437500, 84.454, 131.5195
23.803711, 85.381, 125.7722
24.169922, 86.292, 120.0278
24.536132, 87.189, 114.3193
24.902343, 88.070, 108.6624
25.268554, 88.937, 103.0624
25.634765, 89.788, 97.5177
26.000976, 90.624, 92.0196
26.367187, 91.440, 86.5499
26.733398, 92.235, 81.0790
27.099609, 93.004, 75.5672
27.465820, 93.742, 69.9687
27.832031, 94.446, 64.2368
28.198242, 95.108, 58.3284
28.564452, 95.725, 52.2070
28.930663, 96.291, 45.8452
29.296874, 96.801, 39.2281
29.663085, 97.249, 32.3592
30.029296, 97.631, 25.2654
30.395507, 97.944, 18.0005
30.761718, 98.185, 10.6421
31.127929, 98.356, 3.2836
31.494140, 98.458, -3.9794
31.860351, 98.496, -11.0632
32.226562, 98.476, -17.9082
32.592772, 98.405, -24.4846
32.958983, 98.291, -30.7882
33.325194, 98.139, -36.8286
33.691405, 97.954, -42.6113
34.057616, 97.740, -48.1204
34.423827, 97.496, -53.3092
34.790038, 97.223, -58.0989
35.156249, 96.920, -62.3867
35.522460, 96.588, -66.0591
35.888671, 96.227, -69.0063
36.254882, 95.841, -71.1366
36.621092, 95.433, -72.3867
36.987303, 95.011, -72.7296
37.353514, 94.584, -72.1774
37.719725, 94.162, -70.7816
38.085936, 93.759, -68.6312
38.452147, 93.390, -65.8478
38.818358, 93.071, -62.5801
39.184569, 92.819, -58.9955
39.550780, 92.645, -55.2711
39.916991, 92.558, -51.5842
40.283201, 92.562, -48.1037
40.649412, 92.652, -44.9833
41.015623, 92.820, -42.3580
41.381834, 93.050, -40.3422
41.748045, 93.328, -39.0297
42.114256, 93.639, -38.4954
42.480467, 93.966, -38.7975
42.846678, 94.299, -39.9786
43.212889, 94.625, -42.0677
43.579100, 94.937, -45.0819
43.945311, 95.227, -49.0264
44.311521, 95.488, -53.8961
44.677732, 95.717, -59.6751
45.043943, 95.909, -66.3373
45.410154, 96.061, -73.8462
45.776365, 96.172, -82.1560
46.142576, 96.239, -91.2122
46.508787, 96.262, -100.9531
46.874998, 96.242, -111.3113
47.241209, 96.179, -122.2151
47.607420, 96.075, -133.5898
47.973631, 95.932, -145.3580
48.339841, 95.753, -157.4399
48.706052, 95.539, -169.7526
49.072263, 95.295, 177.7909
49.438474, 95.024, 165.2818
49.804685, 94.728, 152.8165
50.170896, 94.412, 140.4954
50.537107, 94.079, 128.4216
50.903318, 93.732, 116.6977
51.269529, 93.374, 105.4224
51.635740, 93.011, 94.6861
52.001951, 92.645, 84.5676
52.368161, 92.280, 75.1298
52.734372, 91.922, 66.4185
53.100583, 91.576, 58.4601
53.466794, 91.245, 51.2621
53.833005, 90.934, 44.8133
54.199216, 90.650, 39.0859
54.565427, 90.395, 34.0381
54.931638, 90.174, 29.6166
55.297849, 89.990, 25.7603
55.664060, 89.844, 22.4034
56.030271, 89.736, 19.4789
56.396481, 89.666, 16.9207
56.762692, 89.632, 14.6660
57.128903, 89.630, 12.6578
57.495114, 89.656, 10.8449
57.861325, 89.705, 9.1835
58.227536, 89.772, 7.6372
58.593747, 89.854, 6.1773
58.959958, 89.946, 4.7820
59.326169, 90.043, 3.4367
59.692380, 90.143, 2.1325
60.058591, 90.243, 0.8661
60.424801, 90.340, -0.3617
60.791012, 90.434, -1.5464
61.157223, 90.522, -2.6815
61.523434, 90.604, -3.7587
61.889645, 90.681, -4.7694
62.255856, 90.751, -5.7053
62.622067, 90.816, -6.5592
62.988278, 90.875, -7.3255
63.354489, 90.930, -8.0009
63.720700, 90.981, -8.5845
64.086910, 91.030, -9.0785
64.453121, 91.076, -9.4880
64.819332, 91.120, -9.8208
65.185543, 91.164, -10.0873
65.551754, 91.207, -10.3000
65.917965, 91.250, -10.4727
66.284176, 91.292, -10.6196
66.650387, 91.335, -10.7551
67.016598, 91.376, -10.8925
67.382809, 91.417, -11.0439
67.749020, 91.455, -11.2192
68.115230, 91.491, -11.4262
68.481441, 91.524, -11.6706
68.847652, 91.553, -11.9554
69.213863, 91.577, -12.2818
69.580074, 91.596, -12.6488
69.946285, 91.608, -13.0536
70.312496, 91.614, -13.4922
70.678707, 91.612, -13.9590
71.044918, 91.602, -14.4476
71.411129, 91.583, -14.9506
71.777340, 91.556, -15.4603
72.143550, 91.520, -15.9682
72.509761, 91.474, -16.4661
72.875972, 91.419, -16.9454
73.242183, 91.354, -17.3978
73.608394, 91.280, -17.8152
73.974605, 91.197, -18.1898
74.340816, 91.104, -18.5142
74.707027, 91.002, -18.7812
75.073238, 90.892, -18.9845
75.439449, 90.773, -19.1177
75.805660, 90.645, -19.1751
76.171870, 90.510, -19.1519
76.538081, 90.366, -19.0436
76.904292, 90.216, -18.8470
77.270503, 90.059, -18.5592
77.636714, 89.896, -18.1789
78.002925, 89.727, -17.7054
78.369136, 89.553, -17.1392
78.735347, 89.375, -16.4819
79.101558, 89.193, -15.7360
79.467769, 89.008, -14.9049
79.833980, 88.821, -13.9930
80.200190, 88.632, -13.0052
80.566401, 88.443, -11.9473
80.932612, 88.254, -10.8253
81.298823, 88.066, -9.6459
81.665034, 87.880, -8.4160
82.031245, 87.696, -7.1427
82.397456, 87.516, -5.8335
82.763667, 87.340, -4.4957
83.129878, 87.169, -3.1368
83.496089, 87.003, -1.7646
83.862300, 86.843, -0.3862
84.228510, 86.689, 0.9907
84.594721, 86.543, 2.3591
84.960932, 86.403, 3.7122
85.327143, 86.271, 5.0435
85.693354, 86.147, 6.3469
86.059565, 86.030, 7.6173
86.425776, 85.920, 8.8498
86.791987, 85.817, 10.0403
87.158198, 85.721, 11.1859
87.524409, 85.632, 12.2838
87.890619, 85.548, 13.3326
88.256830, 85.469, 14.3315
88.623041, 85.395, 15.2803
88.989252, 85.325, 16.1796
89.355463, 85.259, 17.0307
89.721674, 85.195, 17.8354
90.087885, 85.134, 18.5960
90.454096, 85.074, 19.3152
90.820307, 85.015, 19.9962
91.186518, 84.957, 20.6422
91.552729, 84.899, 21.2571
91.918939, 84.840, 21.8445
92.285150, 84.780, 22.4087
92.651361, 84.718, 22.9536
93.017572, 84.655, 23.4835
