Freq(Hz), SPL(dB), Phase(degrees)
20.141602, 66.987, 83.3985
20.507812, 66.948, 83.3805
20.874023, 67.534, 83.6739
21.240234, 68.306, 84.1113
21.606445, 69.203, 84.6943
21.972656, 70.183, 85.4261
22.338867, 71.220, 86.3062
22.705078, 72.298, 87.3269
23.071289, 73.408, 88.4726
23.437500, 74.543, 89.7250
23.803711, 75.698, 91.0698
24.169922, 76.868, 92.4983
24.536132, 78.046, 94.0030
24.902343, 79.226, 95.5690
25.268554, 80.402, 97.1686
25.634765, 81.566, 98.7617
26.000976, 82.711, 100.3021
26.367187, 83.832, 101.7397
26.733398, 84.923, 103.0182
27.099609, 85.980, 104.0666
27.465820, 86.997, 104.7938
27.832031, 87.971, 105.0896
28.198242, 88.897, 104.8335
28.564452, 89.773, 103.9042
28.930663, 90.594, 102.1883
29.296874, 91.358, 99.5859
29.663085, 92.063, 96.0189
30.029296, 92.705, 91.4432
30.395507, 93.285, 85.8609
30.761718, 93.801, 79.3285
31.127929, 94.255, 71.9549
31.494140, 94.648, 63.8908
31.860351, 94.984, 55.3126
32.226562, 95.266, 46.4048
32.592772, 95.496, 37.3468
32.958983, 95.678, 28.3040
33.325194, 95.812, 19.4251
33.691405, 95.898, 10.8435
34.057616, 95.935, 2.6810
34.423827, 95.923, -4.9493
34.790038, 95.859, -11.9418
35.156249, 95.743, -18.2005
35.522460, 95.575, -23.6435
35.888671, 95.358, -28.2075
36.254882, 95.095, -31.8532
36.621092, 94.791, -34.5672
36.987303, 94.451, -36.3625
37.353514, 94.084, -37.2757
37.719725, 93.696, -37.3630
38.085936, 93.297, -36.6953
38.452147, 92.896, -35.3540
38.818358, 92.504, -33.4268
39.184569, 92.134, -31.0050
39.550780, 91.795, -28.1808
39.916991, 91.500, -25.0454
40.283201, 91.259, -21.6876
40.649412, 91.080, -18.1928
41.015623, 90.967, -14.6425
41.381834, 90.920, -11.1138
41.748045, 90.937, -7.6789
42.114256, 91.010, -4.4044
42.480467, 91.130, -1.3511
42.846678, 91.285, 1.4275
43.212889, 91.463, 3.8853
43.579100, 91.654, 5.9849
43.945311, 91.846, 7.6987
44.311521, 92.031, 9.0090
44.677732, 92.201, 9.9091
45.043943, 92.348, 10.4033
45.410154, 92.468, 10.5062
45.776365, 92.556, 10.2420
46.142576, 92.609, 9.6427
46.508787, 92.626, 8.7456
46.874998, 92.604, 7.5906
47.241209, 92.545, 6.2171
47.607420, 92.448, 4.6617
47.973631, 92.316, 2.9556
48.339841, 92.150, 1.1235
48.706052, 91.953, -0.8169
49.072263, 91.727, -2.8545
49.438474, 91.475, -4.9842
49.804685, 91.200, -7.2053
50.170896, 90.903, -9.5204
50.537107, 90.589, -11.9342
50.903318, 90.258, -14.4521
51.269529, 89.913, -17.0804
51.635740, 89.556, -19.8255
52.001951, 89.190, -22.6947
52.368161, 88.815, -25.6965
52.734372, 88.435, -28.8422
53.100583, 88.051, -32.1466
53.466794, 87.666, -35.6292
53.833005, 87.282, -39.3151
54.199216, 86.902, -43.2356
54.565427, 86.530, -47.4279
54.931638, 86.167, -51.9350
55.297849, 85.819, -56.8052
55.664060, 85.488, -62.0904
56.030271, 85.176, -67.8454
56.396481, 84.889, -74.1263
56.762692, 84.626, -80.9885
57.128903, 84.392, -88.4855
57.495114, 84.186, -96.6670
57.861325, 84.008, -105.5772
58.227536, 83.859, -115.2532
58.593747, 83.735, -125.7236
58.959958, 83.635, -137.0074
59.326169, 83.556, -149.1128
59.692380, 83.493, -162.0368
60.058591, 83.444, -175.7646
60.424801, 83.405, 169.7304
60.791012, 83.373, 154.4861
61.157223, 83.345, 138.5512
61.523434, 83.319, 121.9842
61.889645, 83.293, 104.8522
62.255856, 83.267, 87.2298
62.622067, 83.240, 69.1973
62.988278, 83.211, 50.8392
63.354489, 83.182, 32.2430
63.720700, 83.153, 13.4974
64.086910, 83.124, -5.3093
64.453121, 83.098, -24.0902
64.819332, 83.075, -42.7614
65.185543, 83.056, -61.2427
65.551754, 83.042, -79.4585
65.917965, 83.033, -97.3379
66.284176, 83.030, -114.8154
66.650387, 83.033, -131.8307
67.016598, 83.042, -148.3286
67.382809, 83.057, -164.2590
67.749020, 83.076, -179.5778
68.115230, 83.101, 165.7541
68.481441, 83.129, 151.7704
68.847652, 83.159, 138.4984
69.213863, 83.192, 125.9595
69.580074, 83.226, 114.1686
69.946285, 83.260, 103.1345
70.312496, 83.293, 92.8596
70.678707, 83.325, 83.3402
71.044918, 83.355, 74.5673
71.411129, 83.382, 66.5262
71.777340, 83.405, 59.1981
72.143550, 83.425, 52.5595
72.509761, 83.439, 46.5841
72.875972, 83.448, 41.2425
73.242183, 83.452, 36.5034
73.608394, 83.448, 32.3337
73.974605, 83.438, 28.6998
74.340816, 83.420, 25.5675
74.707027, 83.393, 22.9027
75.073238, 83.359, 20.6717
75.439449, 83.315, 18.8416
75.805660, 83.262, 17.3798
76.171870, 83.200, 16.2552
76.538081, 83.130, 15.4371
76.904292, 83.050, 14.8957
77.270503, 82.961, 14.6021
77.636714, 82.865, 14.5281
78.002925, 82.760, 14.6462
78.369136, 82.649, 14.9295
78.735347, 82.532, 15.3521
79.101558, 82.408, 15.8890
79.467769, 82.280, 16.5161
79.833980, 82.149, 17.2104
80.200190, 82.014, 17.9502
80.566401, 81.877, 18.7151
80.932612, 81.740, 19.4867
81.298823, 81.602, 20.2477
81.665034, 81.465, 20.9832
82.031245, 81.330, 21.6800
82.397456, 81.197, 22.3268
82.763667, 81.068, 22.9146
83.129878, 80.943, 23.4365
83.496089, 80.823, 23.8874
83.862300, 80.708, 24.2645
84.228510, 80.600, 24.5669
84.594721, 80.499, 24.7953
84.960932, 80.405, 24.9525
85.327143, 80.318, 25.0425
85.693354, 80.239, 25.0709
86.059565, 80.168, 25.0440
86.425776, 80.104, 24.9697
86.791987, 80.048, 24.8560
87.158198, 80.000, 24.7116
87.524409, 79.958, 24.5456
87.890619, 79.923, 24.3669
88.256830, 79.895, 24.1843
88.623041, 79.871, 24.0063
88.989252, 79.852, 23.8413
89.355463, 79.838, 23.6967
89.721674, 79.827, 23.5793
90.087885, 79.818, 23.4957
90.454096, 79.811, 23.4514
90.820307, 79.806, 23.4511
91.186518, 79.801, 23.4990
91.552729, 79.796, 23.5983
91.918939, 79.791, 23.7515
92.285150, 79.784, 23.9604
92.651361, 79.775, 24.2258
93.017572, 79.764, 24.5480
93.383783, 79.751, 24.9263
93.749994, 79.735, 25.3594
94.116205, 79.716, 25.8452
94.482416, 79.694, 26.3812
94.848627, 79.669, 26.9643
95.214838, 79.640, 27.5908
95.581049, 79.607, 28.2565
95.947259, 79.570, 28.9575
96.313470, 79.530, 29.6892
96.679681, 79.485, 30.4473
97.045892, 79.437, 31.2274
97.412103, 79.384, 32.0256
97.778314, 79.327, 32.8381
98.144525, 79.266, 33.6615
98.510736, 79.200, 34.4932
98.876947, 79.129, 35.3309
99.243158, 79.054, 36.1730
99.609369, 78.975, 37.0186
99.975579, 78.890, 37.8672
100.341790, 78.800, 38.7194
100.708001, 78.706, 39.5760
101.074212, 78.607, 40.4387
101.440423, 78.503, 41.3097
101.806634, 78.394, 42.1915
102.172845, 78.280, 43.0876
102.539056, 78.162, 44.0015
102.905267, 78.039, 44.9376
103.271478, 77.913, 45.9003
103.637689, 77.782, 46.8945
104.003899, 77.647, 47.9257
104.370110, 77.508, 48.9993
104.736321, 77.366, 50.1213
105.102532, 77.221, 51.2977
105.468743, 77.072, 52.5347
105.834954, 76.921, 53.8387
106.201165, 76.767, 55.2161
106.567376, 76.611, 56.6732
106.933587, 76.453, 58.2162
107.299798, 76.292, 59.8516
107.666009, 76.130, 61.5850
108.032219, 75.966, 63.4222
108.398430, 75.801, 65.3685
108.764641, 75.635, 67.4291
109.130852, 75.468, 69.6083
109.497063, 75.299, 71.9105
109.863274, 75.130, 74.3392
110.229485, 74.961, 76.8978
110.595696, 74.790, 79.5889
110.961907, 74.619, 82.4149
111.328118, 74.448, 85.3773
111.694328, 74.277, 88.4777
112.060539, 74.105, 91.7167
112.426750, 73.934, 95.0946
112.792961, 73.762, 98.6114
113.159172, 73.590, 102.2665
113.525383, 73.418, 106.0590
113.891594, 73.245, 109.9874
114.257805, 73.073, 114.0501
114.624016, 72.901, 118.2450
114.990227, 72.729, 122.5698
115.356438, 72.557, 127.0217
115.722648, 72.385, 131.5978
116.088859, 72.213, 136.2951
116.455070, 72.041, 141.1100
116.821281, 71.870, 146.0391
117.187492, 71.698, 151.0784
117.553703, 71.526, 156.2242
117.919914, 71.354, 161.4724
118.286125, 71.183, 166.8188
118.652336, 71.011, 172.2590
119.018547, 70.840, 177.7886
119.384758, 70.668, -176.5969
119.750968, 70.497, -170.9020
120.117179, 70.325, -165.1315
120.483390, 70.154, -159.2901
120.849601, 69.983, -153.3825
121.215812, 69.813, -147.4136
121.582023, 69.642, -141.3881
121.948234, 69.472, -135.3109
122.314445, 69.302, -129.1867
122.680656, 69.132, -123.0204
123.046867, 68.963, -116.8166
123.413078, 68.794, -110.5801
123.779288, 68.625, -104.3154
124.145499, 68.457, -98.0273
124.511710, 68.289, -91.7200
124.877921, 68.122, -85.3981
125.244132, 67.955, -79.0657
125.610343, 67.789, -72.7272
125.976554, 67.624, -66.3866
126.342765, 67.459, -60.0479
126.708976, 67.294, -53.7150
127.075187, 67.130, -47.3916
127.441398, 66.967, -41.0813
127.807608, 66.805, -34.7877
128.173819, 66.643, -28.5142
128.540030, 66.481, -22.2639
128.906241, 66.320, -16.0402
129.272452, 66.160, -9.8458
129.638663, 66.000, -3.6838
130.004874, 65.841, 2.4428
130.371085, 65.683, 8.5316
130.737296, 65.525, 14.5800
131.103507, 65.367, 20.5852
131.469718, 65.210, 26.5452
131.835928, 65.054, 32.4575
132.202139, 64.898, 38.3200
132.568350, 64.742, 44.1308
132.934561, 64.587, 49.8877
133.300772, 64.432, 55.5891
133.666983, 64.278, 61.2332
134.033194, 64.124, 66.8185
134.399405, 63.970, 72.3435
134.765616, 63.817, 77.8068
135.131827, 63.663, 83.2073
135.498037, 63.510, 88.5440
135.864248, 63.358, 93.8158
136.230459, 63.205, 99.0221
136.596670, 63.052, 104.1622
136.962881, 62.900, 109.2358
137.329092, 62.748, 114.2424
137.695303, 62.595, 119.1820
138.061514, 62.443, 124.0547
138.427725, 62.291, 128.8607
138.793936, 62.138, 133.6006
139.160147, 61.986, 138.2750
