Freq(Hz), SPL(dB), Phase(degrees)
20.141602, 73.038, -32.5710
20.507812, 72.986, -32.6267
20.874023, 73.751, -31.7305
21.240234, 74.712, -30.4600
21.606445, 75.774, -28.8891
21.972656, 76.877, -27.0780
22.338867, 77.989, -25.0670
22.705078, 79.094, -22.8812
23.071289, 80.185, -20.5376
23.437500, 81.260, -18.0502
23.803711, 82.317, -15.4305
24.169922, 83.359, -12.6870
24.536132, 84.385, -9.8260
24.902343, 85.394, -6.8567
25.268554, 86.386, -3.7959
25.634765, 87.359, -0.6694
26.000976, 88.309, 2.4882
26.367187, 89.234, 5.6361
26.733398, 90.129, 8.7276
27.099609, 90.991, 11.7094
27.465820, 91.816, 14.5208
27.832031, 92.597, 17.0962
28.198242, 93.330, 19.3701
28.564452, 94.011, 21.2837
28.930663, 94.632, 22.7910
29.296874, 95.190, 23.8650
29.663085, 95.679, 24.5043
30.029296, 96.093, 24.7400
30.395507, 96.430, 24.6414
30.761718, 96.685, 24.3170
31.127929, 96.858, 23.9086
31.494140, 96.950, 23.5785
31.860351, 96.964, 23.4915
32.226562, 96.904, 23.7965
32.592772, 96.779, 24.6095
32.958983, 96.595, 26.0038
33.325194, 96.361, 28.0092
33.691405, 96.084, 30.6215
34.057616, 95.770, 33.8184
34.423827, 95.424, 37.5782
34.790038, 95.049, 41.8938
35.156249, 94.648, 46.7797
35.522460, 94.222, 52.2704
35.888671, 93.774, 58.4138
36.254882, 93.307, 65.2617
36.621092, 92.823, 72.8609
36.987303, 92.329, 81.2450
37.353514, 91.831, 90.4293
37.719725, 91.338, 100.4070
38.085936, 90.861, 111.1474
38.452147, 90.413, 122.5956
38.818358, 90.009, 134.6723
39.184569, 89.665, 147.2760
39.550780, 89.396, 160.2856
39.916991, 89.213, 173.5651
40.283201, 89.125, -173.0305
40.649412, 89.132, -159.6486
41.015623, 89.228, -146.4318
41.381834, 89.401, -133.5115
41.748045, 89.637, -121.0024
42.114256, 89.918, -108.9992
42.480467, 90.228, -97.5739
42.846678, 90.552, -86.7759
43.212889, 90.878, -76.6317
43.579100, 91.194, -67.1464
43.945311, 91.493, -58.3046
44.311521, 91.766, -50.0721
44.677732, 92.009, -42.3979
45.043943, 92.216, -35.2159
45.410154, 92.384, -28.4477
45.776365, 92.512, -22.0045
46.142576, 92.596, -15.7912
46.508787, 92.636, -9.7095
46.874998, 92.633, -3.6624
47.241209, 92.588, 2.4424
47.607420, 92.501, 8.6881
47.973631, 92.376, 15.1467
48.339841, 92.216, 21.8765
48.706052, 92.022, 28.9213
49.072263, 91.800, 36.3108
49.438474, 91.553, 44.0611
49.804685, 91.284, 52.1765
50.170896, 90.997, 60.6516
50.537107, 90.697, 69.4736
50.903318, 90.387, 78.6246
51.269529, 90.071, 88.0840
51.635740, 89.754, 97.8299
52.001951, 89.439, 107.8407
52.368161, 89.131, 118.0958
52.734372, 88.836, 128.5748
53.100583, 88.556, 139.2576
53.466794, 88.297, 150.1229
53.833005, 88.063, 161.1471
54.199216, 87.858, 172.3036
54.565427, 87.686, -176.4380
54.931638, 87.549, -165.1119
55.297849, 87.449, -153.7559
55.664060, 87.386, -142.4098
56.030271, 87.359, -131.1151
56.396481, 87.365, -119.9127
56.762692, 87.403, -108.8415
57.128903, 87.467, -97.9370
57.495114, 87.553, -87.2297
57.861325, 87.656, -76.7442
58.227536, 87.771, -66.4985
58.593747, 87.894, -56.5035
58.959958, 88.020, -46.7630
59.326169, 88.146, -37.2742
59.692380, 88.267, -28.0280
60.058591, 88.383, -19.0093
60.424801, 88.489, -10.1988
60.791012, 88.584, -1.5734
61.157223, 88.667, 6.8930
61.523434, 88.737, 15.2278
61.889645, 88.794, 23.4595
62.255856, 88.838, 31.6164
62.622067, 88.867, 39.7256
62.988278, 88.883, 47.8130
63.354489, 88.887, 55.9024
63.720700, 88.879, 64.0143
64.086910, 88.860, 72.1668
64.453121, 88.831, 80.3738
64.819332, 88.795, 88.6460
65.185543, 88.751, 96.9900
65.551754, 88.701, 105.4086
65.917965, 88.648, 113.9012
66.284176, 88.591, 122.4639
66.650387, 88.534, 131.0901
67.016598, 88.475, 139.7710
67.382809, 88.417, 148.4962
67.749020, 88.359, 157.2552
68.115230, 88.303, 166.0366
68.481441, 88.247, 174.8297
68.847652, 88.193, -176.3748
69.213863, 88.139, -167.5845
69.580074, 88.084, -158.8059
69.946285, 88.029, -150.0421
70.312496, 87.972, -141.2952
70.678707, 87.913, -132.5642
71.044918, 87.849, -123.8462
71.411129, 87.781, -115.1370
71.777340, 87.707, -106.4301
72.143550, 87.627, -97.7179
72.509761, 87.540, -88.9922
72.875972, 87.445, -80.2439
73.242183, 87.342, -71.4641
73.608394, 87.232, -62.6438
73.974605, 87.113, -53.7751
74.340816, 86.987, -44.8505
74.707027, 86.853, -35.8635
75.073238, 86.712, -26.8092
75.439449, 86.564, -17.6837
75.805660, 86.410, -8.4845
76.171870, 86.250, 0.7893
76.538081, 86.086, 10.1375
76.904292, 85.918, 19.5585
77.270503, 85.746, 29.0498
77.636714, 85.572, 38.6077
78.002925, 85.396, 48.2279
78.369136, 85.219, 57.9052
78.735347, 85.042, 67.6342
79.101558, 84.866, 77.4089
79.467769, 84.691, 87.2236
79.833980, 84.518, 97.0724
80.200190, 84.348, 106.9495
80.566401, 84.181, 116.8495
80.932612, 84.017, 126.7673
81.298823, 83.858, 136.6987
81.665034, 83.703, 146.6395
82.031245, 83.552, 156.5862
82.397456, 83.407, 166.5358
82.763667, 83.267, 176.4854
83.129878, 83.132, -173.5671
83.496089, 83.003, -163.6237
83.862300, 82.880, -153.6865
84.228510, 82.761, -143.7571
84.594721, 82.649, -133.8372
84.960932, 82.541, -123.9287
85.327143, 82.439, -114.0332
85.693354, 82.342, -104.1521
86.059565, 82.250, -94.2876
86.425776, 82.163, -84.4408
86.791987, 82.079, -74.6134
87.158198, 82.000, -64.8066
87.524409, 81.924, -55.0215
87.890619, 81.852, -45.2587
88.256830, 81.782, -35.5187
88.623041, 81.715, -25.8016
88.989252, 81.649, -16.1072
89.355463, 81.586, -6.4351
89.721674, 81.524, 3.2159
90.087885, 81.463, 12.8462
90.454096, 81.404, 22.4569
