Freq(Hz), SPL(dB), Phase(degrees)
20.141602, 70.917, -67.7060
20.507812, 70.870, -67.9295
20.874023, 71.569, -64.3000
21.240234, 72.471, -59.0797
21.606445, 73.498, -52.5103
21.972656, 74.598, -44.8355
22.338867, 75.740, -36.2814
22.705078, 76.907, -27.0412
23.071289, 78.088, -17.2695
23.437500, 79.280, -7.0844
23.803711, 80.476, 3.4227
24.169922, 81.673, 14.1773
24.536132, 82.866, 25.1158
24.902343, 84.049, 36.1821
25.268554, 85.218, 47.3248
25.634765, 86.366, 58.4921
26.000976, 87.489, 69.6264
26.367187, 88.580, 80.6615
26.733398, 89.637, 91.5230
27.099609, 90.652, 102.1281
27.465820, 91.623, 112.3851
27.832031, 92.545, 122.1928
28.198242, 93.413, 131.4434
28.564452, 94.223, 140.0280
28.930663, 94.971, 147.8457
29.296874, 95.653, 154.8130
29.663085, 96.264, 160.8723
30.029296, 96.803, 166.0022
30.395507, 97.266, 170.2244
30.761718, 97.652, 173.6077
31.127929, 97.962, 176.2647
31.494140, 98.198, 178.3409
31.860351, 98.365, 179.9997
32.226562, 98.467, -178.5932
32.592772, 98.513, -177.2834
32.958983, 98.507, -175.9348
33.325194, 98.456, -174.4302
33.691405, 98.364, -172.6677
34.057616, 98.234, -170.5529
34.423827, 98.066, -167.9940
34.790038, 97.860, -164.8985
35.156249, 97.617, -161.1758
35.522460, 97.338, -156.7415
35.888671, 97.024, -151.5249
36.254882, 96.679, -145.4744
36.621092, 96.307, -138.5621
36.987303, 95.915, -130.7852
37.353514, 95.512, -122.1646
37.719725, 95.106, -112.7417
38.085936, 94.710, -102.5746
38.452147, 94.337, -91.7337
38.818358, 94.000, -80.2974
39.184569, 93.715, -68.3490
39.550780, 93.493, -55.9740
39.916991, 93.346, -43.2576
40.283201, 93.280, -30.2832
40.649412, 93.296, -17.1316
41.015623, 93.389, -3.8795
41.381834, 93.550, 9.4011
41.748045, 93.767, 22.6432
42.114256, 94.027, 35.7863
42.480467, 94.316, 48.7767
42.846678, 94.619, 61.5687
43.212889, 94.927, 74.1256
43.579100, 95.228, 86.4203
43.945311, 95.515, 98.4369
44.311521, 95.780, 110.1715
44.677732, 96.018, 121.6322
45.043943, 96.223, 132.8397
45.410154, 96.392, 143.8268
45.776365, 96.523, 154.6373
46.142576, 96.612, 165.3243
46.508787, 96.659, 175.9477
46.874998, 96.664, -173.4286
47.241209, 96.627, -162.7401
47.607420, 96.549, -151.9245
47.973631, 96.432, -140.9245
48.339841, 96.279, -129.6893
48.706052, 96.093, -118.1758
49.072263, 95.875, -106.3492
49.438474, 95.629, -94.1821
49.804685, 95.358, -81.6544
50.170896, 95.065, -68.7524
50.537107, 94.752, -55.4684
50.903318, 94.423, -41.7996
51.269529, 94.081, -27.7485
51.635740, 93.728, -13.3221
52.001951, 93.368, 1.4667
52.368161, 93.005, 16.6005
52.734372, 92.641, 32.0554
53.100583, 92.280, 47.8018
53.466794, 91.928, 63.8043
53.833005, 91.589, 80.0220
54.199216, 91.267, 96.4095
54.565427, 90.968, 112.9176
54.931638, 90.696, 129.4944
55.297849, 90.456, 146.0865
55.664060, 90.252, 162.6401
56.030271, 90.086, 179.1018
56.396481, 89.960, -164.5813
56.762692, 89.873, -148.4600
57.128903, 89.825, -132.5826
57.495114, 89.813, -116.9954
57.861325, 89.833, -101.7408
58.227536, 89.880, -86.8577
58.593747, 89.949, -72.3801
58.959958, 90.035, -58.3379
59.326169, 90.132, -44.7548
59.692380, 90.236, -31.6487
60.058591, 90.342, -19.0315
60.424801, 90.447, -6.9088
60.791012, 90.546, 4.7200
61.157223, 90.638, 15.8612
61.523434, 90.720, 26.5262
61.889645, 90.792, 36.7306
62.255856, 90.851, 46.4929
62.622067, 90.898, 55.8340
62.988278, 90.933, 64.7759
63.354489, 90.957, 73.3405
63.720700, 90.971, 81.5490
64.086910, 90.977, 89.4216
64.453121, 90.975, 96.9762
64.819332, 90.968, 104.2291
65.185543, 90.957, 111.1947
65.551754, 90.944, 117.8855
65.917965, 90.931, 124.3129
66.284176, 90.918, 130.4871
66.650387, 90.907, 136.4182
67.016598, 90.898, 142.1167
67.382809, 90.893, 147.5936
67.749020, 90.890, 152.8611
68.115230, 90.889, 157.9332
68.481441, 90.891, 162.8260
68.847652, 90.894, 167.5576
69.213863, 90.898, 172.1482
69.580074, 90.901, 176.6208
69.946285, 90.902, -179.0002
70.312496, 90.901, -174.6888
70.678707, 90.895, -170.4174
71.044918, 90.884, -166.1578
71.411129, 90.868, -161.8822
