Freq(Hz), SPL(dB), Phase(degrees)
50.000000, 89.095, 68.2845
63.000000, 89.220, 133.8743
80.000000, 82.036, 178.4817
100.000000, 81.416, 76.2655
125.000000, 79.257, 54.6107
160.000000, 89.534, 95.6865
200.000000, 86.952, 4.9585
250.000000, 84.677, 154.7661
315.000000, 87.472, 71.9062
400.000000, 89.246, 4.8958
500.000000, 88.434, 64.6296
630.000000, 86.770, 81.8376
800.000000, 87.022, -43.7690
1000.000000, 84.184, 85.3569
1250.000000, 85.366, -85.6997
1600.000000, 84.794, 114.1279
2000.000000, 83.709, -111.0078
2500.000000, 80.009, 90.4502
3150.000000, 77.657, 87.1919
4000.000000, 76.900, -102.6924
5000.000000, 78.312, 3.6992
6300.000000, 81.814, -176.5742
8000.000000, 82.598, -127.8652
10000.000000, 81.461, -95.1582
12500.000000, 77.265, 30.7852
16000.000000, 78.386, -27.1719
