Freq(Hz), SPL(dB), Phase(degrees)
50.000000, 88.836, 73.3710
63.000000, 90.142, 138.7117
80.000000, 82.991, 83.7366
100.000000, 82.485, 85.9104
125.000000, 82.368, 57.2478
160.000000, 92.336, 99.2856
200.000000, 88.523, -3.9392
250.000000, 87.550, 139.0474
315.000000, 88.930, -160.6575
400.000000, 89.704, -1.1985
500.000000, 88.234, -34.3921
630.000000, 86.993, 26.1377
800.000000, 88.407, -171.8184
1000.000000, 85.769, 102.3818
1250.000000, 86.102, 164.9917
1600.000000, 84.130, 115.8984
2000.000000, 82.758, -58.2559
2500.000000, 82.829, -104.2891
3150.000000, 79.315, 12.1699
4000.000000, 79.568, -1.3887
5000.000000, 80.356, -55.6914
6300.000000, 82.579, -35.3184
8000.000000, 82.955, -159.2285
10000.000000, 81.635, 101.1797
12500.000000, 77.238, -88.3438
16000.000000, 78.948, 45.8633
