Freq(Hz), SPL(dB), Phase(degrees)
50.000000, 83.164, 65.1741
63.000000, 83.122, 130.5885
80.000000, 77.115, -177.0559
100.000000, 77.104, 49.5734
125.000000, 73.024, 98.5917
160.000000, 83.674, 114.5156
200.000000, 81.072, 8.9783
250.000000, 76.676, 118.9297
315.000000, 81.242, 120.9209
400.000000, 82.983, 6.7092
500.000000, 82.686, -27.2358
630.000000, 81.858, 19.0830
800.000000, 83.380, -122.0591
1000.000000, 80.305, 47.4199
1250.000000, 80.328, -66.6074
1600.000000, 81.081, 87.8018
2000.000000, 80.535, 160.4766
2500.000000, 78.526, -132.6533
3150.000000, 78.693, 145.2764
4000.000000, 77.908, -11.3330
5000.000000, 79.030, -151.1660
6300.000000, 79.265, 103.0713
8000.000000, 78.462, 19.4023
10000.000000, 77.539, -93.9141
12500.000000, 76.549, -92.3926
16000.000000, 75.089, 5.0605
