Freq(Hz), SPL(dB), Phase(degrees)
50.000000, 82.650, 73.2427
63.000000, 83.426, 137.8009
80.000000, 75.828, 72.9233
100.000000, 75.999, 109.6417
125.000000, 74.997, 62.5886
160.000000, 82.921, 63.5735
200.000000, 82.253, 57.2119
250.000000, 81.833, 146.8589
315.000000, 83.013, 156.9392
400.000000, 82.456, 5.8459
500.000000, 80.827, 117.0525
630.000000, 79.521, -7.1982
800.000000, 81.328, 130.3818
1000.000000, 79.789, -172.9014
1250.000000, 78.873, -85.0308
1600.000000, 80.089, -97.0278
2000.000000, 78.886, -54.9204
2500.000000, 77.687, -101.8687
3150.000000, 77.366, -157.2305
4000.000000, 76.738, 99.3936
5000.000000, 77.812, 80.7881
6300.000000, 78.339, -29.5127
8000.000000, 77.044, 94.3232
10000.000000, 76.464, -100.2227
12500.000000, 74.974, 116.0645
16000.000000, 73.764, -0.5117
