Freq(Hz), SPL(dB), Phase(degrees)
20.141602, 67.440, -55.9404
20.507812, 67.405, -55.9012
20.874023, 67.933, -56.5295
21.240234, 68.636, -57.4734
21.606445, 69.463, -58.7456
21.972656, 70.380, -60.3691
22.338867, 71.367, -62.3859
22.705078, 72.414, -64.8722
23.071289, 73.513, -67.9536
23.437500, 74.659, -71.8134
23.803711, 75.843, -76.6919
24.169922, 77.057, -82.8792
24.536132, 78.288, -90.7059
24.902343, 79.528, -100.5347
25.268554, 80.765, -112.7463
25.634765, 81.989, -127.7144
26.000976, 83.191, -145.7628
26.367187, 84.364, -167.1124
26.733398, 85.500, 168.1697
27.099609, 86.594, 140.2029
27.465820, 87.642, 109.2979
27.832031, 88.638, 75.9351
28.198242, 89.580, 40.7207
28.564452, 90.463, 4.3342
28.930663, 91.283, -32.5239
29.296874, 92.038, -69.1786
29.663085, 92.726, -105.0183
30.029296, 93.343, -139.5229
30.395507, 93.889, -172.2829
30.761718, 94.361, 156.9960
31.127929, 94.761, 128.4991
31.494140, 95.090, 102.3180
31.860351, 95.348, 78.4712
32.226562, 95.537, 56.9256
32.592772, 95.660, 37.6168
32.958983, 95.719, 20.4664
33.325194, 95.714, 5.3962
33.691405, 95.648, -7.6638
34.057616, 95.521, -18.7710
34.423827, 95.336, -27.9711
34.790038, 95.094, -35.3035
35.156249, 94.798, -40.8091
35.522460, 94.453, -44.5386
35.888671, 94.062, -46.5609
36.254882, 93.630, -46.9685
36.621092, 93.165, -45.8796
36.987303, 92.673, -43.4377
37.353514, 92.162, -39.8082
37.719725, 91.640, -35.1735
38.085936, 91.119, -29.7283
38.452147, 90.610, -23.6721
38.818358, 90.125, -17.2025
39.184569, 89.678, -10.5084
39.550780, 89.282, -3.7634
39.916991, 88.950, 2.8781
40.283201, 88.691, 9.2838
40.649412, 88.511, 15.3439
41.015623, 88.409, 20.9717
41.381834, 88.380, 26.1018
41.748045, 88.414, 30.6890
42.114256, 88.498, 34.7060
42.480467, 88.619, 38.1423
42.846678, 88.762, 41.0018
43.212889, 88.915, 43.3019
43.579100, 89.067, 45.0719
43.945311, 89.207, 46.3514
44.311521, 89.328, 47.1887
44.677732, 89.426, 47.6392
45.043943, 89.494, 47.7635
45.410154, 89.532, 47.6245
45.776365, 89.536, 47.2856
46.142576, 89.507, 46.8081
46.508787, 89.445, 46.2494
46.874998, 89.351, 45.6614
47.241209, 89.226, 45.0893
47.607420, 89.071, 44.5714
47.973631, 88.890, 44.1390
48.339841, 88.684, 43.8167
48.706052, 88.454, 43.6231
49.072263, 88.204, 43.5715
49.438474, 87.934, 43.6707
49.804685, 87.647, 43.9253
50.170896, 87.343, 44.3359
50.537107, 87.025, 44.8995
50.903318, 86.694, 45.6090
51.269529, 86.351, 46.4529
51.635740, 85.998, 47.4148
52.001951, 85.637, 48.4733
52.368161, 85.270, 49.6016
52.734372, 84.898, 50.7679
53.100583, 84.525, 51.9357
53.466794, 84.154, 53.0653
53.833005, 83.786, 54.1147
54.199216, 83.426, 55.0417
54.565427, 83.078, 55.8051
54.931638, 82.745, 56.3669
55.297849, 82.432, 56.6935
55.664060, 82.141, 56.7572
56.030271, 81.878, 56.5370
56.396481, 81.644, 56.0196
56.762692, 81.443, 55.1992
57.128903, 81.275, 54.0778
57.495114, 81.143, 52.6653
57.861325, 81.044, 50.9781
58.227536, 80.979, 49.0390
58.593747, 80.944, 46.8759
58.959958, 80.937, 44.5205
59.326169, 80.955, 42.0079
